Resource and Energy Economics,2014-11-30,Economic and environmental performance of wastewater treatment plants: Potential reductions in greenhouse gases emissions ,"Wastewater treatment,Data envelopment analysis (DEA),Efficiency,Environmental performance index,Greenhouse gases (GHG),Undesirable outputs","
                  Sanitation and wastewater treatment are essential for protecting human health and environmental sustainability. Treatment processes are not free of environmental impacts; consequently assessment of the environmental performance of wastewater treatment plants (WWTPs) has gained interest in recent years. Unlike other methods, a direct approach is followed to estimate environmental performance indicators (EPIs) using data envelopment analysis (DEA), i.e. an index of overall performance is directly obtained. The present study represents pioneering work to integrate environmental impacts in the assessment of the efficiency of WWTP estimating pure (PEPI) and mixed (MEPI) environmental performance indices for a sample of 60 Spanish WWTPs. Both direct and indirect greenhouse gas (GHG) emissions were considered as undesirable outputs. The best functioning WWTPs to be used as references were identified, and the potential for GHG reductions was quantified. A second-stage analysis was conducted to isolate factors affecting WWTP environmental performance. The results of this study are valuable for WWTP operators and policy makers, since the benchmark procedure allows support for environmental and managerial decision-making.
               ",S0928765514000591
Resource and Energy Economics,2014-11-30,Strategic entry and externalities in groundwater resources: Evidence from the lab ,"Entry behavior,Spatial externalities,Groundwater,Experimental economics,Common pool resources","
                  This study uses economics experiments to extend the literature on common-pool resources by focusing on entry investment behavior in a stylized, spatially explicit aquifer. The model consists of a two-stage game, where participants make an entry decision in the first stage and, if they choose to enter, decide how much resource to extract in the second stage. Results show that entry behavior and groundwater pumping decisions are significantly affected by the underlying spatial externalities of the resource. In instances where the impacts of groundwater use are spread across all resource users, we observe both a greater number of users choosing to use the resource and a higher intensity of use. The results support expectations from the model that groundwater management policies should focus on entry in addition to decisions related to the volume of pumping. The results also discern the interplay of entry with both hydrogeologic characteristics of the resource and the option to exit and reveal that the option to exit increases the intensity of extraction as well as initial entry rates.
               ",S0928765514000608
Resource and Energy Economics,2014-11-30,Adoption and disadoption of electric cookstoves in urban Ethiopia: Evidence from panel data ,"Cookstoves,Electric Mitad,Firewood,Panel data,Random effects probit","
                  Previous studies on improved cookstove adoption in developing countries use cross-sectional data, which make it difficult to control for unobserved heterogeneity and investigate what happens to adoption over time. We use robust non-linear panel data and hazard models on three rounds of panel data from urban Ethiopia to investigate the determinants of adoption and disadoption of electric cookstoves over time. We find that the prices of electricity and firewood and access to credit are major determinants of adoption and transition. Our findings have important implications for policies aiming at promotion of energy transition and reduction of the pressure on forest resources in developing countries.
               ",S0928765514000463
Resource and Energy Economics,2014-11-30,The impact of trial runs on the acceptability of environmental taxes: Experimental evidence ,"Pigouvian tax,Experiments,Tax aversion,Experience,Behavioural economics","
                  This paper examines the political difficulty of enacting welfare-enhancing environmental taxes. Using referenda in a market experiment with externalities, we investigate the effect of trial periods on the acceptability of two theoretically equivalent Pigouvian tax schemes. While implementing either tax is in subjects’ material self-interest, we find significant levels of opposition to both schemes, though the level differs considerably. Results show that trial runs can overcome initial tax aversion, which is robust across schemes, but a trial with one scheme does not affect the acceptability of the other. Trial periods also mitigate initial biases in preferences of alternative tax schemes.
               ",S092876551400058X
Resource and Energy Economics,2014-11-30,Testing deontological warm glow motivation for carbon abatements ,"Warm glow,Experiment,Climate change,Environmental contributions,Crowding out,Moral deontology","
                  Do people contribute to CO2 abatements even when these contributions are completely crowded out by a third party? This study reports from an experimental test of contributions to carbon abatements when the contributions are completely crowded out by the experimenter. Contributions are determined to decline by 44% compared to a policy in which the contributions are spent directly on carbon abatements. Still, contributions remain at 18% of endowments and are relatively stable over six rounds of the crowding-out policy. These results support previous psychological findings that a deontological warm glow is important for motivating environmentally friendly behavior.
               ",S0928765514000451
Resource and Energy Economics,2014-11-30,Implementing efficient conservation portfolio design ,"Conservation,Reserve-site selection,Climate change,Uncertainty,Portfolio,Risk,Spatial,Prairie Pothole Region","
                  Modern tools for cost-effective conservation reserve site planning require the planner to have information about spatial distributions of conservation costs and benefits. Climate change creates unprecedented uncertainty about future land values and species habitat ranges, such that conservation scientists cannot map costs and benefits with certainty anymore. This paper contributes to the literature on the economics of conservation in the face of climate change uncertainty. It advances a new method for using modern portfolio theory to choose lands to protect that yield total conservation returns with less uncertainty. It explores the implications for portfolio recommendations of variation in the correlations between ecological and land-value responses to climate change. It also tests the robustness of the method to shortcuts that might be taken to simplify analysis, identifying problems that arise if conservation costs are ignored in portfolio analysis and demonstrating when portfolio recommendations are sensitive to how ecological benefits are quantified.
               ",S0928765514000402
Resource and Energy Economics,2014-08-31,Monitoring as a partially observable decision problem ,"Environmental monitoring,Dynamic programming,Partial observability,Value of information,POMDP","
                  Monitoring is an important and costly activity in resource management problems such as containing invasive species, protecting endangered species, preventing soil erosion, and regulating contracts for environmental services. Recent studies have viewed optimal monitoring as a Partially Observable Markov Decision Process (POMDP), which provides a framework for sequential decision making under stochastic resource dynamics and uncertainty about the resource state. We present an overview of the POMDP framework and its applications to resource monitoring. We discuss the concept of the information content provided by monitoring systems and illustrate how information content affects optimal monitoring strategies. Finally, we demonstrate how the timing of monitoring in relation to resource treatment and transition can have substantial effects on optimal monitoring strategies.
               ",S0928765514000037
Resource and Energy Economics,2014-08-31,Forward trading in exhaustible-resource oligopoly ,"Exhaustible resources,Oligopoly,Forward contracting","
                  We analyze oligopolistic exhaustible-resource depletion when firms can trade forward contracts on deliveries – a market structure relevant for some resource markets (e.g., storable pollution permits, hydro-based power pools) – and find that trading forwards can have substantial implications for resource depletion. We show that when firms’ initial resource-stocks are the same, the subgame-perfect equilibrium path approaches the perfectly competitive path as firms trade forwards frequently. But when the initial stocks differ, firms can credibly escape part of the competitive pressure of forward contracting. It is a unique feature of the resource model that equilibrium contracting and the degree of competition depends on resource endowments.
               ",S0928765513000924
Resource and Energy Economics,2014-08-31,Endogenous market power in an emissions trading scheme with auctioning ,"Auction,Market power,Emissions trading","
                  This paper contributes to the literature on market power in emissions permits markets, modeling an emissions trading scheme in which polluters differ with respect to their marginal abatement costs at the business-as-usual emissions. The polluters play a two-stage static complete information game in which their market power arises endogenously from their characteristics. In the first stage all polluters bid in an auction for the distribution of the fixed supply of permits issued by the regulator, and in the second stage they trade these permits in a secondary market. For compliance, they can also engage in abatement activity at a quadratic cost. Under the assumptions of the model, in equilibrium all polluters are successful in the auction. In the secondary market the low-cost emitters are net sellers and the high-cost emitters are net buyers. Moreover, the high-cost emitters are worse off as a result of the strategic behavior. In addition, the secondary market price is unambiguously above the auction clearing price. I find that the aggregate compliance cost when polluters act strategically increases in the heterogeneity of their marginal abatement costs at the business-as-usual emissions, but there exists a threshold of the fixed supply of permits above which strategic behavior is compliance cost-saving for the polluters. Finally, for a low enough variance of the marginal abatement cost at the business-as-usual emissions, strategic behavior is compliance cost-saving for the polluters, regardless of the level of the available supply of permits.
               ",S0928765514000396
Resource and Energy Economics,2014-08-31,Consumer confusion over the profusion of eco-labels: Lessons from a double differentiation model ,"Eco-label,Environmental quality,Green consumer,Product differentiation","
                  How are eco-label strategies affected by consumer confusion arising from the profusion of eco-labels? This article provides a theoretical insight into this issue using a double differentiation framework. We assume that consumers perceive a label as a sign of quality compared to an unlabeled product, but that they cannot fully assess the environmental quality associated with each label and only see each label as a particular variety of a similar product. We analyze the pricing strategies of three firms, each one providing one product: a labeled product, with high or medium environmental quality, according to the eco-label, or an unlabeled product. We infer lessons for eco-labeling policies, according to the identity of the certifying organization: the regulator, an NGO or the firms. We show that the firm supplying the eco-labeled product with a high environmental quality is weakened by consumer confusion while the firm selling the unlabeled product suffers from strict labeling standards, to the benefit of the firm providing the labeled product with a lower environmental quality, which gains a competitive advantage. Most labeling policies consist of harmonizing labeling criteria, but only certification by a third party, the regulator or a NGO, guarantees the high environmental quality of labeled products, whereas certification by firms leads to a uniform undemanding standard. However, when both labels are provided by two different certifiers, including a firm, harmonization of environmental standards does not occur and the NGO's or regulator's eco-labeling standard will be much more stringent than the firm's one, preventing NGO's or public eco-labeling policy to significantly enhance quality of the environment and welfare.
               ",S0928765513000596
Resource and Energy Economics,2014-08-31,Sectoral and regional expansion of emissions trading ,"Emissions trading,Allocation of quotas,Strategic behavior","
                  We consider an international emissions trading scheme with partial sectoral and regional coverage. Sectoral and regional expansion of the trading scheme is beneficial in aggregate, but not necessarily for individual countries. We simulate international CO2 emission quota markets using marginal abatement cost functions and the Copenhagen 2020 climate policy targets for selected countries that strategically allocate emissions in a bid to manipulate the quota price. Quota exporters and importers generally have conflicting interests about admitting more countries to the trading coalition, and our results indicate that some countries may lose substantially when the coalition expands in terms of new countries. For a given coalition, expanding sectoral coverage makes most countries better off, but some countries (notably the USA and Russia) may lose out due to loss of strategic advantages. In general, exporters tend to have stronger strategic power than importers.
               ",S0928765513000961
Resource and Energy Economics,2014-11-30,Are clean technology and environmental quality conflicting policy goals? ,"Innovation,Technology adoption,Environmental regulation","
                  We analyze the effects of an environmental policy on the diffusion of a clean technology. Compared to previous articles we consider that the polluting firms are competitors on the output market and we analyze the effects of the policy on the share of adopting firms in the economy. We show that this share is not monotonic with the stringency of the environmental policy. We also compare the effects of an emission tax and tradable pollution permits and we show that, depending again on the stringency of the policy, either the tax or the permits yields a higher degree of technology adoption.
               ",S092876551400044X
Resource and Energy Economics,2014-11-30,Electricity supply preferences in Europe: Evidence from subjective well-being data ,"Electricity mix,Preference,Energy transition,Fukushima,Subjective well-being","
                  We use survey data for 139,517 individuals in 25 European countries, 2002–2011, to estimate the relationship between subjective well-being (SWB) and production shares of various electricity generation technologies. The estimated relationships are taken to represent preference relationships over attributes of electricity supply systems (costs, safety, environmental friendliness, etc.). Controlling for a variety of individual and macro-level factors, we find that individuals’ SWB varies systematically and significantly with differences in the electricity mix across countries and across time. Among other results, we find that a greater share of solar & wind power relative to nuclear power and electricity from coal and oil is associated with greater SWB at all levels of income and that the implied preference for solar & wind power over nuclear power has risen drastically after the Fukushima nuclear accident.
               ",S0928765514000426
Resource and Energy Economics,2014-11-30,Public sector transparency and countries’ environmental performance: A nonparametric analysis ,"Conditional directional distance function,Corruption perception index,Environmental performance,Nonparametric regression","
                  Based on the theoretical background of the link between countries’ public sector transparency and environmental policy, our paper provides empirical evidence for a sample of 49 countries for the time period of 1995–2000. Assuming that countries’ environmental performance is a product of their environmental regulations and policies, we utilize a nonparametric estimator for investigating the link with public sector's transparency levels. Specifically, by applying conditional directional distance function models, we incorporate on the measurement of countries’ environmental performance the effect of their public sector transparency levels. In a second stage analysis applying local constant estimators, the results reveal an inverted ‘U’-shape relationship between countries’ public sector transparency levels and their environmental performance.
               ",S0928765514000438
Resource and Energy Economics,2014-08-31,Augmenting short Cheap Talk scripts with a repeated Opt-Out Reminder in Choice Experiment surveys ,"Cheap Talk,Opt-Out Reminder,Choice Experiments,Hypothetical bias,Stream re-establishment,Opt-out effect","
                  Hypothetical bias continues to be a major challenge for stated preference methods. Cheap Talk (CT) has been found to be an effective remedy in some applications, though empirical results are ambiguous. We discuss reasons why CT may fail to effectively remove specific types of hypothetical bias in Choice Experiments. We suggest augmenting CT in Choice Experiments with a so-called Opt-Out Reminder (OOR). Prior to each choice set, the OOR explicitly instructs respondents to choose the opt-out alternative, if they find the experimentally designed alternatives too expensive. In an empirical survey we find the OOR to significantly reduce total WTP and to some extent also marginal WTP beyond the capability of the CT applied without the OOR. This suggests that the CT practice should be adapted to fit the potentially different decision processes and repeated choices structure of the Choice Experiment format, rather than merely being adopted directly from Contingent Valuation.
               ",S0928765514000414
Resource and Energy Economics,2014-08-31,Dynamic management of water transfer between two interconnected river basins ,"Inter-basin water transfer,Differential game,Nash equilibrium,Non-cooperative game,Feedback strategies,Bilateral monopoly,Stackelberg game,Tagus-Segura river-basin","
                  This paper analyzes the dynamic interaction between two regions with interconnected river basins. Precipitation is higher in one river-basin while water productivity is higher in the other. Water transfer increases productivity in the recipient basin, but may cause environmental damage in the donor basin. The recipient faces a trade-off between paying the price of the water transfer, or investing in alternative water supplies to achieve a higher usable water capacity. We analyze the design of this transfer using a dynamic modeling approach, which relies on non-cooperative game theory, and compare solutions with different information structures (Nash open-loop, Nash feedback, and Stackelberg) with the social optimum. We first assume that the equilibrium between supply and demand determines the optimal transfer price and amount. We show that, contrary to the static case, in a realistic dynamic setting in which the recipient uses a feedback information structure the social optimum will not emerge as the equilibrium solution. We then study different leadership situations in the water market and observe that the transfer amount decreases toward a long-run value lower than the transfer under perfect competition, which in turn lays below the social optimum. In consequence, the water in the donor's river-basin river converges to a better quality in the presence of market power. Finally, we numerically compare our results to the Tagus-Segura water transfer described in Ballestero (2004). Welfare gains are compared for the different scenarios. We show that in all dynamic settings, the long-run transfer amount is lower than in Ballestero's static model. Further, we show that the long-run price settles at a lower level than in Ballestero's model, but is still higher than the average cost-based price determined by the Spanish government.
               ",S0928765514000372
Resource and Energy Economics,2014-08-31,A generalized impure public good and linear characteristics model of green consumption ,"Green markets,Impure public goods,Ethical consumption,Socially-responsible consumption,Bundled goods","
                  This paper provides a general framework for understanding consumer behavior related to goods and services that may be considered environmentally friendly, ethically produced, fairly traded, or some combination thereof. We generalize the impure public good model and derive its comparative static properties. The model accounts for any number of impure public (green) goods and joint production of any number of both private and public characteristics. The generalization provides a bridge between the impure public good model and the well-known linear characteristics model, both of which are special cases of the model developed here. The results show how demand for green goods and characteristics such as environmental quality depends on wealth, exogenously given levels of public goods, and the technologies of joint production. The effects of changes in technology depend critically on whether jointly produced characteristics are complements or substitutes in consumption. Several of the results are rather counterintuitive and differ in meaningful ways from existing models of impure public goods and linear characteristics. The results also illuminate several reasons for greater caution about whether it is reasonable to assume that green goods and services are necessarily beneficial for the provision of public goods.
               ",S0928765514000384
Resource and Energy Economics,2014-05-31,International carbon emissions trading and strategic incentives to subsidize green energy ,"Emissions trading,Brown energy,Green energy,Energy subsidies","
                  We examine strategic incentives to subsidize green energy in a group of countries that operates an international carbon emissions trading scheme. In our model, green subsidies of either sign on top of emissions cap regulation reduce the welfare of the group of countries, but this may not hold for individual countries. The cases of small and large countries turn out to exhibit significant differences. While small countries refrain from subsidizing green energy and thus implement the efficient allocation, large permit-importing countries may subsidize green energy in order to influence the permit price in their favor.
               ",S0928765513000365
Resource and Energy Economics,2014-05-31,Intergenerational equity with individual impatience in a model of optimal and sustainable growth ,"Sustainability of optimal growth,Intergenerational equity,Intra-generational discounting,Renewable resources,GNNP","
                  Among the ethical objections to intergenerational impartiality is the violation of consumer sovereignty given that individuals are impatient. We accommodate that concern by distinguishing intra- and inter-generational discounting in an OLG model suitable for analyzing sustainability issues. Under the assumption of constant elasticity of marginal felicity, the optimum trajectory of aggregate consumption is guided, via the Ramsey condition, by the intergenerational discount rate but not the personal discount rate. In an economy with produced capital and a renewable resource, intergenerational neutrality results in a sustained growth path, without the necessity of a sustainability constraint, even in the presence of intragenerational impatience. We also find that green net national product remains constant along the optimal approach path to golden rule consumption.
               ",S0928765513000584
Resource and Energy Economics,2014-05-31,Efficiency or technology adoption: A case study in waste-treatment technology ,"Waste-treatment technology,Waste management,Efficiency,Productivity,Technology adoption","
                  Improvements in the effectiveness and efficiency of supply-side waste management are necessary in many countries. In Japan, municipalities with limited budgets have delayed the introduction of new waste-management technologies. Thus, the central government has used subsidies to encourage municipalities to adopt certain new technologies to improve waste-management efficiency. In this study, we measure the efficiency of waste management and explore how technology is related to technical efficiency. We find that municipalities are likely to adopt less-efficient technologies and that the central government's policies are likely to promote inefficient technology adoption by local governments.
               ",S0928765513000559
Resource and Energy Economics,2014-05-31,Unveiling information on opportunity costs in REDD: Who obtains the surplus when policy objectives differ? ,"Asymmetric information,Brazil,Deforestation,Opportunity costs,Payments for environmental services,REDD","
                  Improving information about individual opportunity costs of deforestation agents has the potential to increase the efficiency of REDD when it takes the form of a payment for environmental services scheme. However, objectives pursued in REDD projects may vary across policy makers. Within a theoretical framework, this paper explores the impacts of different policy objectives under two opportunity cost settings: asymmetric and full information. For a policy maker aiming to maximize net income from REDD, having full information may not increase the amount of forest conserved but could lead to a redistribution of rents away from agents. By contrast, for an environmental policy maker focused on maximizing the amount of forest conserved under REDD having full information increases the amount of forest conserved while reducing the rents received by agents. For a policy maker pursuing poverty alleviation objectives in REDD-affected communities, having full information makes no difference to overall welfare as rents remain with agents. The amount of deforestation avoided will at least be as high as under asymmetric information. These results are illustrated with data collected on opportunity costs in Amazonas State, Brazil.
               ",S0928765513000493
Resource and Energy Economics,2014-05-31,Transboundary pollution and clean technologies ,"Transboundary pollution,Renewable resource,Climate change,Clean technologies,Differential games","
                  Within a non-cooperative transboundary pollution game, we investigate the impact of the adoption of a cleaner technology (i.e., a decrease in the emission to output ratio). We show that countries may respond by increasing their emissions resulting in an increase in the stock of pollution that may be detrimental to welfare. It is when the damage and/or the initial stock of pollution are relatively large and when the natural rate of decay of pollution is relatively small that this rebound effect of clean technologies is strongest. Moreover, these results are shown to arise for a significant and empirically relevant range of parameters for the case of greenhouse gas emissions. Developing clean technologies make a global agreement over the control of emissions all the more urgent.
               ",S0928765513000572
Resource and Energy Economics,2014-05-31,Distributional and efficiency impacts of clean and renewable energy standards for electricity ,"Climate policy,Renewable energy,Electricity,Clean energy standards,Top-down,Bottom-up,General equilibrium modeling","
                  We examine the efficiency and distributional impacts of greenhouse gas policies directed toward the electricity sector in a model that links a “top-down” general equilibrium representation of the U.S. economy with a “bottom-up” electricity-sector dispatch and capacity expansion model. Our modeling framework features a high spatial and temporal resolution of electricity supply and demand, including renewable energy resources and generating technologies, while representing CO2 abatement options in non-electric sectors as well as economy-wide interactions. We find that clean and renewable energy standards entail substantial efficiency costs compared to a carbon pricing policy such as a cap-and-trade program or a carbon tax, and that these policies are regressive across the income distribution. The geographical distribution of cost is characterized by high burdens for regions that depend on non-qualifying generation fuels, primarily coal. Regions with abundant hydro power and wind resources, and a relatively clean generation mix in the absence of policy, are among the least impacted. An important shortcoming of energy standards vis-à-vis a carbon pricing policy is that no revenue is generated that can be used to alter unintended distributional consequences.
               ",S0928765513000547
Resource and Energy Economics,2014-05-31,Prices of durable nonrenewable natural resources under stochastic investment opportunities ,"Exhaustible resource prices,Durable resources,Stochastic productivity indices,Capital asset pricing","
                  We take a capital asset pricing approach to the determination of the price of a nonrenewable natural resource in the case where the resource is durable, in the sense that once extracted it becomes a productive asset held above ground. The portfolio choice is then made up of the following assets: a stock of nonrenewable resource held in the ground that yields no dividend, a stock of resources held above ground that yields a dividend in the form of a flow of productive services, and a stock of composite good that can be held either in the form of productive capital or of a bond whose return is given. There is a stochastic element to the rate of change of productivity in both the production of the composite good and in the extraction of the resource. It is shown that the resulting prediction for the price path of the resource differs considerably from the one that follows from the elementary Hotelling model and that no unambiguous prediction can be drawn analytically about the pattern of behavior of that price path.
               ",S092876551300050X
Resource and Energy Economics,2014-05-31,On capturing foreign oil rents ,"Exhaustible resources,Tariff,Oil rent,Differential game,Open loop,Stackelberg equilibrium,Spatial model","
                  A common assumption in the literature on tariff and exhaustible resources is that no stocks of the resource are available within the importing country's borders and therefore the importing country is not itself a producer. Reality is in fact quite different: there are many instances of countries that are simultaneously importers and producers of an exhaustible energy resource. This paper makes use of a spatial trade model that departs from this restriction and examines the rent-extracting tariff in a more general framework where the importing country is allowed to have access to a stock of the resource of its own and to determine simultaneously the optimal tariff and the rate of depletion of its own stock. Allowing the importing country to hold some resource deposits reduces the available rent to foreign producers and, in essence, reinforces the ability of the importer to capture the foreign rent. In effect, the optimal tariff is shown to be a decreasing function of the initial resource stock in the importing country. Interestingly, the paper identifies the spatial distribution of consumers as the primary reason of time-inconsistency.
               ",S0928765513000511
Resource and Energy Economics,2014-05-31,Overcoming the barriers to the market performance of green consumer goods ,"Green consumer products,Observational learning,Environmental policy,Financial incentives,Informational campaigns","
                  Environmentally-friendly (“green”) products face a unique set of market barriers. I develop a dynamic model of observational learning and costly search wherein a green consumer product enters a market to challenge an established “dirty” product. Purchase decisions depend on price and quality differences, consumers’ willingness-to-pay to protect the environment, and the cost of obtaining information. Using both theoretical analyses and simulations, I solve for the long-term market performance of the green product. Conditions are provided for when it is socially optimal to encourage green purchases with public policy. Comparative statics predict the effectiveness of various policy tools used to improve market performance. Permanent financial incentives are shown to be more effective than informational campaigns at encouraging green purchases if the green product is inferior to the dirty substitute. Temporary financial incentives are shown to be an ineffective tool to encourage the long-term market success of any green product. Numerical market simulations are used to test and supplement the theory.
               ",S0928765513000468
Resource and Energy Economics,2014-05-31,Strategic resource extraction and substitute development ,"Nonrenewable resource,Substitute,Innovation,Closed-loop equilibrium","
                  We analyze a dynamic game between a buyer and a seller of a nonrenewable resource. The seller chooses resource supply; the buyer can pay a fixed cost to invent a perfect substitute for the resource at any time. In closed-loop equilibrium, the buyer adopts the substitute when the resource is exhausted. Investing makes the buyer worse off because it decreases resource supply, destroys his ability to derive surplus from the resource through delaying the investment cost incurrence, and causes a larger share of the resource stock to be sold at his reservation price. From the seller's perspective, the buyer's ability to develop a substitute is equivalent to an already available substitute with a higher marginal cost.
               ",S0928765514000256
Resource and Energy Economics,2014-01-31,Analysis of the Bingaman clean energy standard proposal ,"Climate,Clean energy standards","
                  A clean energy standard (CES) is a flexible approach to encouraging a cleaner technology mix for electricity production. The most recent federal CES proposal from former Senator Bingaman would transform the way electricity is produced and result in substantial reductions in CO2 emissions with small national average electricity price effects through 2025. After 2025, electricity prices would increase substantially. The alternative compliance payment (ACP) for clean energy credits will be binding, so actual deployment of clean energy will fall short of the intended targets, and cumulative emissions reductions by 2035 will be 12 percent smaller than they would be without an ACP. The small utility exemption from the CES requirements equates to roughly $29billion in avoided electricity expenditures by the customers of exempted utilities in 2035 alone. Excluding power generated by existing nuclear and hydroelectric facilities from CES compliance responsibility raises electricity prices in competitive regions to the benefit of owners of existing nuclear and hydroelectric capacity.
               ",S0928765513000833
Resource and Energy Economics,2014-01-31,Mitigating climate change through afforestation: New cost estimates for the United States ,"Carbon sequestration,Afforestation,Cost estimates","
                  We provide new cost estimates for carbon sequestration through afforestation in the U.S. We extend existing studies of carbon sequestration costs in several important ways, while ensuring the transparency of our approach. Our costs estimates have five distinguishing features: (1) we estimate costs for each county in the contiguous U.S., (2) we include afforestation of rangeland, in addition to cropland and pasture, (3) our opportunity cost estimates account for capitalized returns to future development (including associated option values) in addition to returns to agricultural production, (4) we develop a new set of forest establishment costs for each county, and (5) we incorporate data on Holdridge life zones to limit afforestation in locations where temperature and moisture availability prohibit forest growth. We find that at a carbon price of $50/ton, approximately 200 million tons of carbon would be sequestered annually through afforestation. At a price of $100/ton, an additional 100 million tons of carbon would be sequestered each year. Our estimates closely match those in earlier econometric studies for relatively low carbon prices, but diverge at higher carbon prices. Our results indicate a smaller, but still important, role for forest-based carbon sequestration in offsetting U.S. greenhouse gas emissions.
               ",S0928765513000766
Resource and Energy Economics,2014-01-31,Trade of woody biomass for electricity generation under climate mitigation policy ,"BECCS,Woody biomass trade,IAM,Negative emissions,Carbon market","
                  Bio-energy with carbon capture and sequestration (BECCS) has the potential to be a key mitigation option, because it can generate electricity and absorb emissions at the same time. However, biomass is not distributed evenly across the globe and regions with a potentially high demand might be constrained by limited domestic supply. Therefore, climate mitigation policies might create the incentive to trade biomass internationally. This paper uses scenarios generated by the integrated assessment model WITCH to study trade of woody biomass from multiple perspectives: the volume of biomass traded, its value, the impact on other power generation technologies and on the efficiency of mitigation policy. The policy scenarios consist of three representative carbon tax policies (4.8W/m2, 3.8W/m2 and 3.2W/m2 radiative forcing values in 2100) and a cap-and-trade scheme (3.8W/m2 in 2100). Results show that the incentive to trade biomass is high: at least 50% of biomass consumed globally is traded internationally. Regions trade 13–69EJ/yr of woody biomass in 2050 and 55–81EJ/yr in 2100. In 2100 the value of biomass traded is equal to US$ 0.7–7.2 Trillion. Trade of woody biomass substantially increases the efficiency of the mitigation policy. In the tax scenarios, abatement increases by 120–323Gt CO2 over the century. In the cap-and-trade scenario biomass trade reduces the price of emission allowances by 34% in 2100 and cumulative discounted policy costs by 14%.
               ",S0928765513000808
Resource and Energy Economics,2014-01-31,Power generation and environment: Choices and economic trade-offs ,,"
                  On October 1–2, 2012, a conference was convened in Teton Village Hole, Wyoming. The purpose of the conference was to examine the technological and policy options available to reduce carbon dioxide emissions from traditional power generation. Several of the papers presented from that conference are contained in this special issue. This article summarizes these papers.
               ",S0928765513000912
Resource and Energy Economics,2014-01-31,Estimating the value of additional wind and transmission capacity in the rocky mountain west ,"Electricity markets,Electricity transmission,Dispatch model,Electricity grid management,Wind integration,Wind intermittency","
                  The expansion of wind-generation in the United States poses significant challenges to policy-makers, particularly because wind's intermittency and unpredictability can exacerbate problems of congestion on a transmission-constrained grid. Understanding these issues is necessary if optimal development of wind energy and transmission is to occur. This paper applies a model that integrates the special concerns of electricity generation to empirically consider the challenges of developing wind resources in the Rocky Mountain region of the United States. Given the lack the high frequency data needed to address the special problems of intermittency and congestion, our solution is to create a dispatch model of the region and to use simulations to generate the necessary data, then use this data to understand patterns that have occurred as wind resources have been developed.
                  Our results indicate that the price effects caused by changes in power output at intermittent sources are strongly dependent on supply conditions and the presence of market distortions caused by transmission constraints. Peculiarities inherent in electric grid operation can cause system responses that are not always intuitive. The distribution of the rents accruing to wind generation, particularly in unexpectedly windy periods are strongly dependent on the allocation of transmission rights when congestion occurs, which impacts potential returns to developing wind resources. Incidents of congestion depend on the pace of development of wind and transmission capacity. Not accounting for such distortions may cause new investment to worsen market outcomes if mistaken estimates of benefits or costs lead to sub-optimal development of wind and transmission facilities.
               ",S0928765513000857
Resource and Energy Economics,2014-01-31,The optimal time path for carbon abatement and carbon sequestration under uncertainty: The case of stochastic targeted stock ,"Carbon sequestration,Uncertainty,Dynamic optimization,Economics,Climate change","
                  We explore the optimal time path of carbon sequestration and carbon abatement in stabilizing CO2 levels under uncertainty of climate impacts. Using a two-period sequential decision making model, we analytically derive optimal rates for the two control variables, abatement and sequestration rates. Uncertainty is assumed to affect the desired future stabilization level of the CO2 stock but is resolved prior to the decision on how much to control the stock in the second period. Contrary to recent numerical studies, we find that uncertainty can make it optimal to use carbon sequestration either earlier or later depending on the relative rates of change in both marginal cost curves and on the amount of land that can be converted to forest. Comparative statics suggest that an increase in the discount factor could either increase or decrease the optimal rate of sequestration in the first period depending on the expected rate of change of the marginal cost of sequestration in the second period and on future benefits of current sequestration.
               ",S092876551300081X
Resource and Energy Economics,2014-01-31,Taxes versus permits as incentive for the intertemporal supply of a clean technology by a monopoly ,"Lack of commitment,Taxes versus permits,External costs,Non-competitive supply,Dynamic game","
                  This paper investigates the intertemporal monopolistic supply of a clean technology and addresses the following questions: How does the lack of governments to commit restrict the incentives and thereby the supply of clean technologies? Are either emission taxes or emission permits better suited in such a dynamic setting? Although the monopoly can be forced to price taking behaviour, the inability of governments to commit leads to too slow and to too little expansion. Prices and quantities are equivalent for different kinds of government's objectives. An (important) exception is the case of non-competitive supply of the dirty input: taxes dominate from a welfare perspective however due to the additional scope to accrue rents and not due to an improvement of incentives for the development of clean technologies. Permits eliminate pollution entirely, which fosters the expansion of the clean technology.
               ",S092876551300033X
Resource and Energy Economics,2014-01-31,Potential gains from trading bad outputs: The case of U.S. electric power plants ,"Joint production,Weak disposability,Tradable permits","
                  Jointly with kilowatt-hours (kWh), electric power plants also produce CO2, NO
                        x
                     , and SO2. In this paper, we apply an environmental production model based on data envelopment analysis (DEA) to compare the production of kWh under command-and-control regulation of the undesirable byproduct with tradable permit regulation of the byproduct. This is done for each of the three undesirable outputs and combinations of them. We apply our model to a dataset of 80 coal-fired electric power plants from 1995 to 2005. From this we can identify the potential gains from trading the most common undesirable outputs produced by coal-fired electric power plants.
               ",S0928765513000791
